"id"	"title"	"old_field"	"label"	"field"	"ig_winner"	"field_num"
662	"Excess of Counterclockwise Scalp Hair-Whorl Rotation in Homosexual Men"	"cs"	1	"exact_eng"	0	2
1491	"An In-Depth Analysis of a Piece of Shit: Distribution of Schistosoma mansoni and Hookworm Eggs in Human Stool"	"medicine"	1	"medicine"	0	3
3273	"Connectivity Patterns in Cognitive Control Networks Predict Naturalistic Multitasking Ability"	"neuroscience"	0	"neuroscience"	0	4
859	"Hair Bibliography for the Forensic Scientist."	"humanities"	1	"neuroscience"	0	4
1311	"Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call."	"biology"	1	"bio_env"	0	1
3253	"Identification of new epilepsy treatments: issues in preclinical methodology."	"neuroscience"	0	"neuroscience"	0	4
2540	"Characterization of human hybrid cell line, F2N78, through a comparison of culture performances and protein qualities"	"medicine"	0	"medicine"	0	3
1203	"Possibilities of Cheiloscopy"	"medicine"	1	"medicine"	0	3
2016	"Logic and Thought"	"exact_eng"	0	"exact_eng"	0	2
1078	"Characterization of hangover following intravenous alcohol exposure in social drinkers: methodological and clinical implications."	"psychology"	1	"neuroscience"	0	4
1058	"IRAS-based whole-sky upper limit on Dyson spheres"	"physics"	1	"exact_eng"	0	2
2684	"Decoding human brain activity during real-world experiences"	"neuroscience"	0	"neuroscience"	0	4
1093	"Visiting Santa: an additional look"	"psychology"	1	"neuroscience"	0	4
2250	"Multicenter phase III trial to evaluate CD34(+) selected versus unselected autologous peripheral blood progenitor cell transplantation in multiple myeloma."	"medicine"	0	"medicine"	0	3
1725	"Effect of stand-replacing fires on Mediterranean plant species in their marginal alpine range"	"bio_env"	0	"bio_env"	0	1
299	"An unidentified monster in the bed--assessing nocturnal asthma in children"	"medicine"	1	"medicine"	0	3
2316	"Early self-reported impairments in arm functioning of primary breast cancer patients predict late side effects of axillary lymph node dissection: results from a population-based cohort study"	"medicine"	0	"medicine"	0	3
1645	"Can One Hear the Shape of a Drum?"	"physics"	1	"exact_eng"	0	2
2545	"Prevalence of osteoporosis in middle Anatolian population using calcaneal ultrasonography method."	"medicine"	0	"medicine"	0	3
3263	"Effects of background noise on inter-trial phase coherence and auditory N1-P2 responses to speech stimuli"	"neuroscience"	0	"neuroscience"	0	4
876	"The Gendered Ovary: Whole Body Effects of Oophorectomy"	"medicine"	1	"medicine"	0	3
1092	"Position Paper: Management of Men Complaining of a Small Penis Despite an Actually Normal Size"	"medicine"	1	"medicine"	0	3
254	"The effects of self-administered alcohol-induced 'hangover' in a naturalistic setting on psychomotor and cognitive performance and subjective state."	"psychology"	1	"neuroscience"	0	4
688	"Investigation of the best suture pattern to close a stuffed Christmas turkey."	"mathematics"	1	"exact_eng"	0	2
3028	"When the left hand does not know what the left hand is doing: response mode affects mental rotation of hands"	"neuroscience"	0	"neuroscience"	0	4
1181	"The Fentanyl Tea Bag."	"medicine"	1	"medicine"	0	3
2567	"Hydrolytic activity in the genusSchizosaccharomyces lindner"	"medicine"	0	"medicine"	0	3
2482	"Comment to: ""A simple prognostic index for Shigatoxin-related hemolytic uremic syndrome at onset: data from the ItalKid-HUS network"""	"medicine"	0	"medicine"	0	3
2651	"Ustekinumab demonstrates activity in glucocorticoid-refractory acute GVHD"	"medicine"	0	"medicine"	0	3
2218	"Characteristics of Left Atrial Deformation Parameters and Their Prognostic Impact in Patients with Pathological Left Ventricular Hypertrophy: Analysis by Speckle Tracking Echocardiography."	"medicine"	0	"medicine"	0	3
1766	"Prey subsidy or predator cue? Direct and indirect effects of caged predators on aquatic consumers and resources"	"bio_env"	0	"bio_env"	0	1
919	"How High Can a Dead Cat Bounce?: Metaphor and the Hong Kong Stock Market"	"economics"	1	"neuroscience"	0	4
1799	"Host differences in response to trickle infection with Fasciola gigantica in buffalo, Ongole and Bali calves"	"bio_env"	0	"bio_env"	0	1
1077	"Effect on tipping of barman drawing a sun on the bottom of customers' checks."	"psychology"	1	"neuroscience"	0	4
1888	"Development of a SCAR (sequence characterised amplified region) marker for molecular tagging of the dwarf BREIZH (Bzh) gene in Brassica napus L."	"bio_env"	0	"bio_env"	0	1
946	"Application of Kinect gaming sensor in forensic science."	"cs"	1	"exact_eng"	0	2
1949	"Optimization in Quaternion Dynamic Systems: Gradient, Hessian, and Learning Algorithms"	"exact_eng"	0	"exact_eng"	0	2
1998	"Bunch by Bunch Intensity Monitor for Fermilab Main Ring"	"exact_eng"	0	"exact_eng"	0	2
2982	"Familial influences on the use of controlling feeding practices with adolescents"	"neuroscience"	0	"neuroscience"	0	4
2919	"Acute administration of cocaine reduces metabotropic glutamate receptor 8 protein expression in the rat striatum in vivo"	"neuroscience"	0	"neuroscience"	0	4
3321	"Neurochemical modulation of repetition suppression and novelty signals in the human brain"	"neuroscience"	0	"neuroscience"	0	4
1160	"Self-referent Phenotype Matching in a Brood Parasite: The Armpit Effect in Brown-headed Cowbirds (Molothrus alter)"	"biology"	1	"bio_env"	0	1
1898	"Oxygen consumption of post-smolt Atlantic salmon during crowding and handling stress"	"bio_env"	0	"bio_env"	0	1
2762	"Agnosia for accents in primary progressive aphasia"	"neuroscience"	0	"neuroscience"	0	4
1652	"Supernumerary nipple presenting as a vulvar mass in an adolescent: case report and literature review."	"medicine"	1	"medicine"	0	3
3020	"Prefrontal activation may predict working-memory training gain in normal aging and mild cognitive impairment"	"neuroscience"	0	"neuroscience"	0	4
1935	"Distributed Adaptive Containment Control for a Class of Nonlinear Multiagent Systems With Input Quantization"	"exact_eng"	0	"exact_eng"	0	2
915	"Deconstructing Anti-harm-reduction Metaphors: Mortality Risk from Falls and Other Traumatic Injuries Compared to Smokeless Tobacco Use."	"medicine"	1	"medicine"	0	3
836	"Specialist Ant-eating Spiders Selectively Feed on Different Body Parts to Balance Nutrient Intake"	"biology"	1	"bio_env"	0	1
804	"Classifying dogs' (Canis familiaris) facial expressions from photographs"	"cs"	1	"exact_eng"	0	2
1567	"How Much Mass Do Supermassive Black Holes Eat in Their Old Age?"	"physics"	1	"exact_eng"	0	2
1651	"You Can't Think and Hit at the Same Time: Neural Correlates of Baseball Pitch Classification"	"psychology"	1	"neuroscience"	0	4
2550	"Superoxide Anion and Nitric Oxide in High-Grade Esophagitis Induced by Acid and Pepsin in Rabbits"	"medicine"	0	"medicine"	0	3
761	"I say a little prayer for you: praying for partner increases commitment in romantic relationships."	"psychology"	1	"neuroscience"	0	4
3052	"Standardised Extract of Bacopa monniera (CDRI-08) Improves Contextual Fear Memory by Differentially Regulating the Activity of Histone Acetylation and Protein Phosphatases (PP1α, PP2A) in Hippocampus"	"neuroscience"	0	"neuroscience"	0	4
474	"Descartes and the Gut: ""I'm Pink Therefore I Am""."	"medicine"	1	"medicine"	0	3
2197	"Cystic fibrosis: transition from paediatric to adult care."	"medicine"	0	"medicine"	0	3
1551	"Ethnicity as a Factor in Pizza Delivery Crashes"	"humanities"	1	"neuroscience"	0	4
2149	"The role of indocyanine green angiography imaging in further differential diagnosis of patients with nAMD who are morphologically poor responders to ranibizumab in a real-life setting"	"medicine"	0	"medicine"	0	3
866	"Lefties are still a little shorter"	"humanities"	1	"neuroscience"	0	4
3186	"ALS/FTD-Linked Mutation in FUS Suppresses Intra-axonal Protein Synthesis and Drives Disease Without Nuclear Loss-of-Function of FUS"	"neuroscience"	0	"neuroscience"	0	4
416	"Christmas gingerbread (Lebkuchen) and Christmas cheer--review of the potential role of mood elevating amphetamine-like compounds formed in vivo and in furno."	"psychology"	1	"neuroscience"	0	4
1999	"Design, Modeling, and Control of a Micromachined Nanopositioner With Integrated Electrothermal Actuation and Sensing"	"exact_eng"	0	"exact_eng"	0	2
2701	"Retrograde and anterograde transport of HIV protein gp120 in the nervous system"	"neuroscience"	0	"neuroscience"	0	4
2948	"Intraamygdaloid microinjection of RFamide-related peptide-3 decreases food intake in rats"	"neuroscience"	0	"neuroscience"	0	4
1950	"High-Sensitivity CMOS RF-DC Converter in HF RFID Band"	"exact_eng"	0	"exact_eng"	0	2
385	"The History of the Evil Eye and Its Influence on Ophthalmology medicine and Social Customs"	"medicine"	1	"medicine"	0	3
2955	"Apolipoprotein E in Guamanian amyotrophic lateral sclerosis/ parkinsonism-dementia complex: genotype analysis and relationships to neuropathological changes"	"neuroscience"	0	"neuroscience"	0	4
514	"Use of Hands and Feet of Two-toed Sloths (Choloepus hoffmanni) during Climbing and Terrestrial Locomotion"	"biology"	1	"bio_env"	0	1
2585	"Reply to Dr Tan"	"medicine"	0	"medicine"	0	3
2878	"Everyday discrimination and diurnal cortisol during adolescence"	"neuroscience"	0	"neuroscience"	0	4
2449	"The medical home: health care access and impact for children and youth in the United States."	"medicine"	0	"medicine"	0	3
1358	"The Treatment of Pernicious Aaemia by Marmite"	"medicine"	1	"medicine"	0	3
2487	"Evaluation of soft tissue sarcomas response to preoperative treatment: Assessment by angiography, thallium scintigraphy, and dynamic MRI"	"medicine"	0	"medicine"	0	3
719	"Arm Wrestling Fractures: A Humerus Twist"	"medicine"	1	"medicine"	0	3
2591	"The EURO-NOTES clinical registry for natural orifice transluminal endoscopic surgery: a 2-year activity report"	"medicine"	0	"medicine"	0	3
1039	"Building Rome on a Cloudless Day (ECCV 2010)"	"cs"	1	"exact_eng"	0	2
353	"New Observations on Body Organ Language."	"psychology"	1	"neuroscience"	0	4
3266	"Language, memory, and the cerebellum"	"neuroscience"	0	"neuroscience"	0	4
922	"An Eiffel Penetrating Head Injury"	"medicine"	1	"medicine"	0	3
1489	"Hot air?"	"medicine"	1	"medicine"	0	3
1977	"Magnetic Anisotropy of Co-M-Pt ( ${\rm M}={\rm Cr}$, Mo, Ru, W, Re) Perpendicular Films Deposited on Various Seed Layer Materials"	"exact_eng"	0	"exact_eng"	0	2
1152	"SARS-a clue to its origins?"	"physics"	1	"exact_eng"	0	2
3030	"This ought to be good: brain activity accompanying positive and negative expectations and outcomes."	"neuroscience"	0	"neuroscience"	0	4
1067	"Observing the Social World of Fruit-machine Playing."	"humanities"	1	"neuroscience"	0	4
983	"The 'Jedward' versus the 'Mohawk': a prospective study on a paediatric distraction technique."	"psychology"	1	"neuroscience"	0	4
3362	"Finite-time stochastic boundedness of discrete-time Markovian jump neural networks with boundary transition probabilities and randomly varying nonlinearities"	"neuroscience"	0	"neuroscience"	0	4
1332	"Eye-witnesses Should Not Do Cryptic Crosswords Prior to Identity Parades."	"psychology"	1	"neuroscience"	0	4
3383	"Translation of the rat thoracic contusion model; part 1-supraspinally versus spinally mediated pain-like responses and spasticity"	"neuroscience"	0	"neuroscience"	0	4
3285	"Electrophysiological Evidence for the Continuous Processing of Linguistic Categories of Regular and Irregular Verb Inflection in German"	"neuroscience"	0	"neuroscience"	0	4
1225	"The Weight of the Leg in Living Men"	"medicine"	1	"medicine"	0	3
2720	"Serotonin transporter polymorphism, memory and hippocampal volume in the elderly: association and interaction with cortisol"	"neuroscience"	0	"neuroscience"	0	4
1137	"Symbolic significance of initials on longevity"	"psychology"	1	"neuroscience"	0	4
3258	"Cerebro-cerebellar Resting-State Functional Connectivity in Children and Adolescents with Autism Spectrum Disorder"	"neuroscience"	0	"neuroscience"	0	4
377	"The Economic Impact of Basking in the Reflected Glory of a Super Bowl Victory."	"economics"	1	"neuroscience"	0	4
1912	"Spread of Fusarium pseudograminearum in wheat seedling tissues from a single inoculation point"	"bio_env"	0	"bio_env"	0	1
2105	"End-to-end performance of dual-hop semi-blind relaying systems with partial relay selection"	"exact_eng"	0	"exact_eng"	0	2
2886	"Ovarian steroid modulation of seizure severity and hippocampal cell death after kainic acid treatment"	"neuroscience"	0	"neuroscience"	0	4
2179	"Development and validation of a histological index for UC."	"medicine"	0	"medicine"	0	3
2273	"Reasons for recurrent ventricular tachycardia after catheter ablation of post-infarction ventricular tachycardia."	"medicine"	0	"medicine"	0	3
2513	"Retinal detachment and degeneration in response to subretinal perfluorodecalin in rabbit eyes"	"medicine"	0	"medicine"	0	3
391	"Denim clothing reduces venom expenditure by rattlesnakes striking defensively at model human limbs."	"medicine"	1	"medicine"	0	3
2716	"Individual differences in rCBF correlates of syntactic processing in sentence comprehension: effects of working memory and speed of processing"	"neuroscience"	0	"neuroscience"	0	4
2608	"The structure of the rDNA intergenic spacer of Avena sativa L.: a comparative study"	"medicine"	0	"medicine"	0	3
582	"Report of the Special Investigation Commission"	"economics"	1	"neuroscience"	0	4
2824	"Plasticity in oscillatory coupling between hippocampus and cortex"	"neuroscience"	0	"neuroscience"	0	4
1832	"Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats"	"bio_env"	0	"bio_env"	0	1
2579	"Radio-frequency thermal ablation with hypertonic saline solution injection of the lung: ex vivo and in vivo feasibility studies"	"medicine"	0	"medicine"	0	3
3367	"Latency variability and the identification of antidromically activated neurons in mammalian brain"	"neuroscience"	0	"neuroscience"	0	4
2048	"Forecast frequency in rolling horizon hedging heuristics for capacity expansion"	"exact_eng"	0	"exact_eng"	0	2
1867	"Effects of temperature, light, storage conditions, sowing time, and burial depth on the seed germination of Cardiocrinum cordatum var. glehnii (Liliaceae)"	"bio_env"	0	"bio_env"	0	1
649	"Are snakes right-handed ? Asymmetry in hemipenis size and usage in gartersnakes (Thamnophis sirtalis)"	"biology"	1	"bio_env"	0	1
1678	"Mutual Mate Choice Models as the Red Pill in Evolutionary Psychology: Long Delayed, Much Needed, Ideologically Challenging, and Hard to Swallow"	"psychology"	1	"neuroscience"	0	4
1964	"Onboard Reconfigurable Battery Charger for Electric Vehicles With Traction-to-Auxiliary Mode"	"exact_eng"	0	"exact_eng"	0	2
1201	"The Case of Utter vs. Utter."	"biology"	1	"bio_env"	0	1
2415	"Resistance to vincristine of human cells grown as multicellular spheroids."	"medicine"	0	"medicine"	0	3
3385	"Localization of asymmetric brain function in emotion and depression."	"neuroscience"	0	"neuroscience"	0	4
1616	"The invisible woman"	"psychology"	1	"neuroscience"	0	4
2930	"The association of childhood maltreatment with depression and anxiety is not moderated by the oxytocin receptor gene"	"neuroscience"	0	"neuroscience"	0	4
2067	"An Analytical Method to Determine Small-Signal Model Parameters for Vertical-Cavity Surface Emitting Lasers"	"exact_eng"	0	"exact_eng"	0	2
1932	"Genetic linkage maps of two apricot cultivars (Prunus armeniaca L.) compared with the almond Texas × peach Earlygold reference map for Prunus"	"bio_env"	0	"bio_env"	0	1
1755	"Aquatic nematodes from Ethiopia VIII; Enoplids, with descriptions of Brevitobrilus fesehai n.sp. and B. tsalolikhini n.sp. (Enoplida: Nematoda)"	"bio_env"	0	"bio_env"	0	1
3134	"Sexual dimorphism of brain developmental trajectories during childhood and adolescence"	"neuroscience"	0	"neuroscience"	0	4
1824	"Influence of modern irrigation, drainage system and water management on spawning migration of mud loach, Misgurnus anguillicaudatus C."	"bio_env"	0	"bio_env"	0	1
2033	"Ten Quick Tips for Using the Gene Ontology"	"exact_eng"	0	"exact_eng"	0	2
296	"Early evidence for travel with infectious diseases along the Silk Road: Intestinal parasites from 2000 year-old personal hygiene sticks in a latrine at Xuanquanzhi Relay Station in China"	"humanities"	1	"medicine"	0	3
3015	"A new double-trouble phenotype: fascioscapulohumeral muscular dystrophy ameliorates hereditary spastic paraparesis due to spastin mutation"	"neuroscience"	0	"neuroscience"	0	4
1446	"Ultrasound-guided breast biopsy for surgical residents: evaluation of a phantom model."	"medicine"	1	"medicine"	0	3
2014	"Modeling the Response of Electromagnetic Induction Sensors to Inhomogeneous Magnetic Soils With Arbitrary Relief"	"exact_eng"	0	"exact_eng"	0	2
2628	"Comment on: Predictors of wound dehiscence and its impact on mortality after abdominoperineal resection: data from the National Surgical Quality Improvement Program. Rencuzogullari A, Gorgun E, Binboga S, Ozuner G, Kessler H, Abbas MA"	"medicine"	0	"medicine"	0	3
2188	"Extracorporeal photochemotherapy for the treatment of steroid-resistant chronic GVHD."	"medicine"	0	"medicine"	0	3
2285	"Role of the inflammasome in inflammatory responses and subsequent injury after hepatic ischemia-reperfusion injury."	"medicine"	0	"medicine"	0	3
848	"A Face Only an Investor Could Love: CEOs"	"psychology"	1	"neuroscience"	0	4
490	"Race Differences in Selection of Cheese Color."	"psychology"	1	"neuroscience"	0	4
1639	"Differing relationship outcomes when sex happens before, on, or after first dates."	"psychology"	1	"neuroscience"	0	4
2418	"p53 mutation in histologically normal mucosa of the aero-digestive tract is not a marker of increased risk for second primary carcinoma in head and neck cancer patients"	"medicine"	0	"medicine"	0	3
685	"Broken Hand or Broken Nose: A Case Report"	"medicine"	1	"medicine"	0	3
906	"3-dimensional buttocks response to sitting: a case report."	"medicine"	1	"medicine"	0	3
3378	"Reduced Thickness of Medial Orbitofrontal Cortex in Smokers"	"neuroscience"	0	"neuroscience"	0	4
2023	"The Accuracy of Statistical Methods in Evaluating the Insulation of EHV Systems"	"exact_eng"	0	"exact_eng"	0	2
2811	"Repetition priming and recognition of dynamic and static chimeras."	"neuroscience"	0	"neuroscience"	0	4
210	"Factors Involved in the Ejection of Milk."	"biology"	1	"bio_env"	0	1
1660	"The Attitudes to Chocolate Questionnaire: A Psychometric Evaluation."	"psychology"	1	"neuroscience"	0	4
795	"Tinder Lies"	"humanities"	1	"neuroscience"	0	4
1168	"Every cloud has a silver lining: positive effects of deviant coworkers."	"psychology"	1	"neuroscience"	0	4
2724	"Robust Bayesian estimation of the location, orientation, and time course of multiple correlated neural sources using MEG"	"neuroscience"	0	"neuroscience"	0	4
398	"Criteria for Emotion Recognition from Verbal and Nonverbal Expression: Studying Baggage Loss in the Airport"	"psychology"	1	"neuroscience"	0	4
2692	"Beauty is in the 'we' of the beholder: greater agreement on facial attractiveness among close relations."	"neuroscience"	0	"neuroscience"	0	4
2300	"McGill Ingestive Skills Assessment (MISA): Development and First Field Test of an Evaluation of Functional Ingestive Skills of Elderly Persons"	"medicine"	0	"medicine"	0	3
1572	"Ocular injury from a rooster attack"	"medicine"	1	"medicine"	0	3
1473	"Women who prefer longer penises are more likely to have vaginal orgasms (but not clitoral orgasms): implications for an evolutionary theory of vaginal orgasm."	"psychology"	1	"neuroscience"	0	4
1944	"Irreducible (v3) configurations and graphs"	"exact_eng"	0	"exact_eng"	0	2
2365	"Cardiac and vascular imaging"	"medicine"	0	"medicine"	0	3
1347	"Basic Vibration Design to Which Young Engineers Can Relate: The Washing Machine."	"physics"	1	"exact_eng"	0	2
2844	"Don't Do It! Cortical Inhibition and Self-attribution during Action Observation"	"neuroscience"	0	"neuroscience"	0	4
1183	"Use of Fluoxetine to Treat Dominance Aggression in Dogs"	"medicine"	1	"medicine"	0	3
2112	"Fault-Tolerant Techniques for Radiation Environments"	"exact_eng"	0	"exact_eng"	0	2
3262	"Intensity-dependent effects of repetitive anodal transcranial direct current stimulation on learning and memory in a rat model of Alzheimer""s disease"	"neuroscience"	0	"neuroscience"	0	4
1831	"Variability and structure of natural populations of Hordeum murinum L. based on morphology"	"bio_env"	0	"bio_env"	0	1
2404	"Expected lifetime numbers, risks, and burden of osteoporotic fractures for 50-year old Chinese women: a discrete event simulation incorporating FRAX"	"medicine"	0	"medicine"	0	3
1713	"Bodenfauna als Ökologischer Dienstleister - Collembolen und Nematoden fördern den Abbau von Deoxynivalenol in Fusarium-infiziertem Weizenstroh"	"bio_env"	0	"bio_env"	0	1
1004	"When zombies attack!: Mathematical modelling of an outbreak of zombie infection"	"mathematics"	1	"exact_eng"	0	2
264	"Bees in Court: History of the Celebrated Case of Peach Utter versus Bee-Keeper Utter."	"biology"	1	"bio_env"	0	1
3016	"The visual perception of three-dimensional shape from self-motion and object-motion"	"neuroscience"	0	"neuroscience"	0	4
846	"The Effects of a Cumulative Alcohol Dosing Procedure on Laboratory Aggression in Women and Men"	"medicine"	1	"medicine"	0	3
2568	"Rest and exercise potassium-43 myocardial perfusion imaging for the noninvasive evaluation of aortocoronary bypass surgery."	"medicine"	0	"medicine"	0	3
1213	"Aesthetic judgement of orientation in modern art."	"psychology"	1	"neuroscience"	0	4
2356	"Screening for coronary artery disease in respiratory patients: comparison of single- and dual-source CT in patients with a heart rate above 70 bpm"	"medicine"	0	"medicine"	0	3
2758	"Modulation of spinal pain processing by cannabinoid receptor agonists"	"neuroscience"	0	"neuroscience"	0	4
1328	"Alcohol consumption and handwriting: a kinematic analysis."	"psychology"	1	"neuroscience"	0	4
2055	"Resource Allocation for OFDMA Cognitive Radios Under Channel Uncertainty"	"exact_eng"	0	"exact_eng"	0	2
920	"No no no and Other Types of Multiple Sayings in Social Interaction."	"psychology"	1	"neuroscience"	0	4
2766	"Severity of alcohol withdrawal symptoms and the T1128c polymorphism of the neuropeptide Y gene"	"neuroscience"	0	"neuroscience"	0	4
2933	"Morning and evening circadian oscillations in the suprachiasmatic nucleus in vitro"	"neuroscience"	0	"neuroscience"	0	4
709	"Disposable penis and its replenishment in a simultaneous hermaphrodite."	"biology"	1	"bio_env"	0	1
3175	"Dissociable Neural Mechanisms for Encoding Predictable and Unpredictable Events"	"neuroscience"	0	"neuroscience"	0	4
1109	"Jesus Potter Harry Christ"	"humanities"	1	"neuroscience"	0	4
272	"Effect of housing rats within a pyramid on stress parameters."	"psychology"	1	"neuroscience"	0	4
1082	"Influence of frequent and long-term consumption of legume seeds on excretion of intestinal gases."	"medicine"	1	"medicine"	0	3
2797	"Monocyte chemoattractant protein-1 affects migration of hippocampal neural progenitors following status epilepticus in rats"	"neuroscience"	0	"neuroscience"	0	4
1281	"Does Sitting on Your Hands Make You Bite Your Tongue? The Effects of Gesture Prohibition on Speech During Motor Descriptions"	"psychology"	1	"neuroscience"	0	4
3039	"Possible association of norepinephrine transporter -3081(A/T) polymorphism with methylphenidate response in attention deficit hyperactivity disorder"	"neuroscience"	0	"neuroscience"	0	4
1398	"The clinical value of boredom. A procedure for reducing inappropriate sexual interests."	"psychology"	1	"neuroscience"	0	4
878	"Self-image of punk rock and nonpunk rock juvenile delinquents."	"psychology"	1	"neuroscience"	0	4
2371	"Comparison of ERGs recorded with skin and corneal-contact electrodes in normal children and adults"	"medicine"	0	"medicine"	0	3
1973	"Phase II of the Albany HTS Cable Project"	"exact_eng"	0	"exact_eng"	0	2
3025	"Co-localization between the BOLD response and epileptiform discharges recorded by simultaneous intracranial EEG-fMRI at 3 T"	"neuroscience"	0	"neuroscience"	0	4
224	"Mozart's Scatological Disorder"	"medicine"	1	"medicine"	0	3
2819	"Neuroprotective effect of rasagiline, a monoamine oxidase-B inhibitor, on spontaneous cell degeneration in a rat model"	"neuroscience"	0	"neuroscience"	0	4
1021	"Serotonergic Involvement in the Backward Tumbling Response of the Parlor Tumbler Pigeon"	"medicine"	1	"medicine"	0	3
3183	"Consciousness: a unique way of processing information"	"neuroscience"	0	"neuroscience"	0	4
2604	"Global small bowel motility: assessment with dynamic MR imaging."	"medicine"	0	"medicine"	0	3
1830	"Phosphorus Supply Alters Tuber Composition, Flower Production, and Mycorrhizal Responsiveness of Container-grown Hybrid Zantedeschia"	"bio_env"	0	"bio_env"	0	1
1860	"Effects of cadmium on integration and resource allocation in the clonal fern Salvinia molesta"	"bio_env"	0	"bio_env"	0	1
1559	"The Psychopharmacology of Pictorial Pornography Restructuring Brain, Mind & Memory & Subverting Freedom of Speech"	"medicine"	1	"medicine"	0	3
3001	"Body posture facilitates retrieval of autobiographical memories"	"neuroscience"	0	"neuroscience"	0	4
2235	"Occurrence ofCandida strains in cases of paronychia"	"medicine"	0	"medicine"	0	3
944	"The Facial Width-to-Height Ratio Predicts Sex Drive, Sociosexuality, and Intended Infidelity"	"genetics"	1	"medicine"	0	3
422	"Playing 'Tetris' reduces the strength, frequency and vividness of naturally occurring cravings."	"psychology"	1	"neuroscience"	0	4
206	"Temper, temperature, and temptation: heat-related retaliation in baseball"	"psychology"	1	"neuroscience"	0	4
1602	"Detecting Emotion in Voice Signals in a Call Center"	"psychology"	1	"neuroscience"	0	4
1153	"Mock jurors' perceptions of facial hair on criminal offenders."	"psychology"	1	"neuroscience"	0	4
2025	"Cooperative localization for disconnected sensor networks and a mobile robot in friendly environments"	"exact_eng"	0	"exact_eng"	0	2
735	"Fart molecule could be the next Viagra"	"medicine"	1	"medicine"	0	3
3320	"Specification of Mouse Telencephalic and Mid-Hindbrain Progenitors Following Heterotopic Ultrasound-Guided Embryonic Transplantation"	"neuroscience"	0	"neuroscience"	0	4
2947	"Supraspinal and segmental signals can be transmitted through separate spinal cord pathways to enhance locomotor activity in extensor muscles in the cat"	"neuroscience"	0	"neuroscience"	0	4
2043	"A Statistical Model-Based Residual Echo Suppression"	"exact_eng"	0	"exact_eng"	0	2
2598	"Relationship Between Markers of Body Fat and Calcaneal Bone Stiffness Differs Between Preschool and Primary School Children: Results from the IDEFICS Baseline Survey"	"medicine"	0	"medicine"	0	3
1842	"The effect of triazole-coated superphosphate, applied at sowing, on stripe rust and yield of wheat"	"bio_env"	0	"bio_env"	0	1
619	"A Cognitive and Behavioral Hierarchical Decision-making Model of College Students Alcohol Consumption"	"mathematics"	1	"exact_eng"	0	2
873	"Whiskey barrel explosions-: -a newly discovered danger."	"medicine"	1	"medicine"	0	3
1283	"Reading the Entrails of Chickens: Molecular Timescales of Evolution and the Illusion of Precision"	"genetics"	1	"medicine"	0	3
1539	"A mathematical model of sentimental dynamics accounting for marital dissolution."	"psychology"	1	"neuroscience"	0	4
3106	"Rescue of IL-1β-induced reduction of human neurogenesis by omega-3 fatty acids and antidepressants"	"neuroscience"	0	"neuroscience"	0	4
905	"Vision of Integrated Happiness Accounting System in China."	"psychology"	1	"neuroscience"	0	4
2109	"Just Noticeable Difference Estimation for Images With Free-Energy Principle"	"exact_eng"	0	"exact_eng"	0	2
2468	"Spectrum of heart disease and risk factors in a black urban population in South Africa (the Heart of Soweto Study): a cohort study"	"medicine"	0	"medicine"	0	3
925	"Can parents detect 8- to 16-year-olds' lies? Parental biases, confidence, and accuracy."	"psychology"	1	"neuroscience"	0	4
2196	"d-2-hydroxyisocaproate dehydrogenase from Lactobacillus casei"	"medicine"	0	"medicine"	0	3
2337	"Does computer-aided detection (CAD) contribute to the performance of digital mammography in a self-referred population?"	"medicine"	0	"medicine"	0	3
2582	"Interruption of the Inferior Extension of the Compact Atrioventricular Node Underlies Successful Radio Frequency Ablation of Atrioventricular Nodal Reentrant Tachycardia"	"medicine"	0	"medicine"	0	3
728	"The Myth of Comfort Food"	"psychology"	1	"neuroscience"	0	4
1116	"A Case Study of Idol Immersion in the Context of Urban Lake Management Religious Activities and Management of Water Bodies"	"biology"	1	"bio_env"	0	1
337	"The Sex of Food and Ernest Dichter: The Illusion of Inevitability."	"economics"	1	"neuroscience"	0	4
2045	"Scaling Study in a Capacitor-Driven Railgun"	"exact_eng"	0	"exact_eng"	0	2
1221	"Exponential Nonnegativity on the Ice Cream Cone"	"mathematics"	1	"exact_eng"	0	2
1310	"Just one more episode': Frequency and theoretical correlates of television binge watching"	"psychology"	1	"neuroscience"	0	4
1646	"He Dies, He Scores: Evidence That Reminders of Death Motivate Improved Performance in Basketball"	"psychology"	1	"neuroscience"	0	4
396	"A minus sign that used to annoy me but now I know why it is there"	"mathematics"	1	"exact_eng"	0	2
2515	"Decreased rate of benzo(a)pyrene-induced sister chromatid exchange in fibroblast cultures from patients with lung cancer"	"medicine"	0	"medicine"	0	3
1478	"Measuring circadian advantage in Major League Baseball: a 10-year retrospective study"	"psychology"	1	"neuroscience"	0	4
651	"The Use of Faces to Represent Points in K-Dimensional Space Graphically."	"mathematics"	1	"exact_eng"	0	2
1682	"Evolution of human music through sexual selection"	"psychology"	1	"neuroscience"	0	4
2198	"Letter by Stocker and Maghzal regarding article, ""Mitochondrial DNA damage can promote atherosclerosis independently of reactive oxygen species through effects on smooth muscle cells and monocytes and correlates with higher-risk plaques in humans""."	"medicine"	0	"medicine"	0	3
974	"Sleep-related erections throughout the ages."	"psychology"	1	"neuroscience"	0	4
